employee_row_id,eeid,full_name,job_title,department,business_unit,gender,ethnicity,age,hire_date,annual_salary,bonus_pct,country,city,rank_eq,tenure_years,bonus_amount,salary_band,is_duplicate_eeid
178,E04625,Adam Dang,Director,Sales,Research & Development,Male,Asian,45,2002-07-09,166331,0.18,China,Chongqing,178,24.0,299.4,Very Low,False
179,E04762,Audrey Richardson,Director,IT,Manufacturing,Female,Caucasian,46,2018-10-06,166259,0.17,United States,Chicago,179,7.8,282.64,Very Low,False
180,E01499,Jade Rojas,Director,Finance,Speciality Products,Female,Latino,37,2019-01-28,165927,0.2,United States,Phoenix,180,7.5,331.85,Very Low,True
181,E02818,Aaron Garza,Director,Sales,Research & Development,Male,Latino,39,2013-12-27,165756,0.28,United States,Columbus,181,12.6,464.12,Very Low,False
182,E02285,Aria Xi,Director,Sales,Research & Development,Female,Asian,45,2002-03-01,165181,0.16,United States,Seattle,182,24.4,264.29,Very Low,False
183,E04363,Savannah Singh,Director,Marketing,Speciality Products,Female,Asian,53,1997-06-20,164399,0.25,United States,Seattle,183,29.1,411.0,Very Low,False
184,E03124,Caleb Nelson,Director,Marketing,Corporate,Male,Caucasian,33,2017-06-12,164396,0.29,United States,Columbus,184,9.1,476.75,Very Low,False
185,E03521,Jackson Navarro,Director,Sales,Corporate,Male,Latino,52,2020-09-25,163143,0.28,Brazil,Sao Paulo,185,5.8,456.8,Very Low,False
186,E02572,Luna Sanders,Director,Finance,Speciality Products,Female,Caucasian,50,2006-10-26,163099,0.2,United States,Chicago,186,19.7,326.2,Very Low,False
187,E00758,Alice Roberts,Director,Human Resources,Manufacturing,Female,Caucasian,54,1994-09-26,162978,0.17,United States,Miami,187,31.8,277.06,Very Low,True
188,E01870,Carson Chau,Director,Finance,Corporate,Male,Asian,58,2007-10-12,162038,0.24,China,Chongqing,188,18.8,388.89,Very Low,True
189,E01123,Madison Nelson,Director,Accounting,Corporate,Female,Caucasian,27,2021-07-16,161759,0.16,United States,Miami,189,5.0,258.81,Very Low,False
190,E03167,Luke Zheng,Director,Human Resources,Speciality Products,Male,Asian,39,2006-11-28,161690,0.29,China,Beijing,190,19.6,468.9,Very Low,False
191,E04994,Bella Holmes,Director,Accounting,Research & Development,Female,Caucasian,35,2017-06-26,161269,0.27,United States,Miami,191,9.1,435.43,Very Low,False
192,E04903,Skylar Liu,Director,IT,Research & Development,Female,Asian,29,2020-08-09,161203,0.15,China,Chengdu,192,5.9,241.8,Very Low,False
193,E02791,Aubrey Romero,Director,Sales,Corporate,Female,Latino,49,1998-04-02,160832,0.3,United States,Phoenix,193,28.3,482.5,Very Low,False
194,E04323,Melody Valdez,Director,IT,Manufacturing,Female,Latino,28,2021-01-25,160385,0.23,United States,Miami,194,5.5,368.89,Very Low,False
195,E00432,Eli Gupta,Director,Human Resources,Research & Development,Male,Asian,37,2012-05-19,160280,0.19,China,Beijing,195,14.2,304.53,Very Low,False
196,E02534,Victoria Johnson,Sr. Manger,Accounting,Corporate,Female,Caucasian,55,2004-05-28,159885,0.12,United States,Columbus,196,22.1,191.86,Very Low,True
197,E00344,Savannah He,Director,IT,Research & Development,Female,Asian,52,1996-02-14,159724,0.23,China,Beijing,197,30.4,367.37,Very Low,False
198,E03612,Grayson Cooper,Sr. Manger,Finance,Speciality Products,Male,Black,64,2013-06-29,159571,0.1,United States,Columbus,198,13.1,159.57,Very Low,False
199,E00170,Claire Adams,Director,Sales,Manufacturing,Female,Black,61,1997-08-19,159567,0.28,United States,Phoenix,199,28.9,446.79,Very Low,True
200,E01582,Elijah Coleman,Sr. Manger,Sales,Research & Development,Male,Caucasian,53,2014-10-19,159538,0.11,United States,Miami,200,11.7,175.49,Very Low,False
201,E00699,Ava Ayala,Sr. Manger,IT,Corporate,Female,Latino,55,2006-08-16,159044,0.1,Brazil,Manaus,201,19.9,159.04,Very Low,False
202,E00515,Joseph Vazquez,Sr. Manger,Accounting,Speciality Products,Male,Latino,40,2019-01-23,159031,0.1,United States,Miami,202,7.5,159.03,Very Low,False
203,E03349,Dylan Chin,Director,Finance,Corporate,Male,Asian,60,2017-06-05,158898,0.18,United States,Miami,203,9.1,286.02,Very Low,True
204,E00530,Naomi Chu,Sr. Manger,Sales,Manufacturing,Female,Asian,46,2004-02-29,158897,0.1,China,Chongqing,204,22.4,158.9,Very Low,True
205,E03750,Elias Dang,Director,Engineering,Speciality Products,Male,Asian,64,1995-08-29,158787,0.18,China,Chengdu,205,30.9,285.82,Very Low,True
206,E02038,Ellie Chung,Sr. Manger,Marketing,Corporate,Female,Asian,59,2008-08-29,157969,0.1,China,Chongqing,206,17.9,157.97,Very Low,False
207,E02992,Paisley Sanders,Sr. Manger,Marketing,Speciality Products,Female,Caucasian,55,2001-03-27,157812,0.11,United States,Miami,207,25.3,173.59,Very Low,False
208,E02801,Santiago f Brooks,Sr. Manger,Sales,Corporate,Male,Black,51,2000-09-01,157487,0.12,United States,Phoenix,208,25.9,188.98,Very Low,False
209,E02810,Layla Torres,Sr. Manger,Finance,Manufacturing,Female,Latino,37,2013-02-24,157474,0.11,Brazil,Rio de Janerio,209,13.4,173.22,Very Low,False
210,E00591,Savannah Ali,Sr. Manger,Human Resources,Manufacturing,Female,Asian,36,2009-02-11,157333,0.15,United States,Miami,210,17.4,236.0,Very Low,False
211,E02534,Leah Khan,Director,Marketing,Corporate,Female,Asian,36,2010-09-13,157070,0.28,China,Chongqing,211,15.8,439.8,Very Low,True
212,E03971,Lillian Chen,Sr. Manger,Marketing,Research & Development,Female,Asian,25,2020-04-09,157057,0.1,United States,Columbus,212,6.3,157.06,Very Low,False
213,E02391,Piper Ramos,Sr. Manger,Sales,Manufacturing,Female,Latino,49,1996-04-02,157057,0.12,United States,Miami,212,30.3,188.47,Very Low,True
214,E00225,Angel Delgado,Director,Finance,Corporate,Male,Latino,31,2017-08-10,156931,0.28,United States,Seattle,214,8.9,439.41,Very Low,False
215,E02693,Grace Campos,Director,Engineering,Research & Development,Female,Latino,37,2008-03-21,156277,0.22,Brazil,Manaus,215,18.3,343.81,Very Low,False
216,E03834,Anthony Carter,Director,Engineering,Speciality Products,Male,Caucasian,41,2007-03-15,155926,0.24,United States,Columbus,216,19.4,374.22,Very Low,False
217,E03550,Stella Wu,Sr. Manger,Marketing,Speciality Products,Female,Asian,35,2014-02-20,155905,0.14,United States,Phoenix,217,12.4,218.27,Very Low,False
218,E02884,Axel Johnson,Director,Human Resources,Corporate,Male,Caucasian,60,2015-04-14,155788,0.17,United States,Seattle,218,11.3,264.84,Very Low,False
219,E03251,Ruby Medina,Director,Sales,Manufacturing,Female,Latino,50,2018-12-18,155351,0.2,United States,Seattle,219,7.6,310.7,Very Low,False
220,E03096,Kennedy Zhang,Director,Finance,Research & Development,Female,Asian,63,2000-10-27,155320,0.17,China,Chongqing,220,25.7,264.04,Very Low,False
221,E00880,Grace Carter,Sr. Manger,Human Resources,Speciality Products,Female,Black,25,2021-03-17,155080,0.1,United States,Austin,221,5.3,155.08,Very Low,False
222,E04749,Caroline Phan,Sr. Manger,Finance,Corporate,Female,Asian,41,2004-03-14,155004,0.12,United States,Austin,222,22.4,186.0,Very Low,False
223,E00943,Elena Mendoza,Director,Sales,Speciality Products,Female,Latino,27,2018-10-24,154973,0.29,Brazil,Sao Paulo,223,7.7,449.42,Very Low,False
224,E04920,Nevaeh Hsu,Sr. Manger,Human Resources,Manufacturing,Female,Asian,32,2017-04-14,154956,0.13,United States,Phoenix,224,9.3,201.44,Very Low,False
225,E01427,Mia Cheng,Sr. Manger,Sales,Manufacturing,Female,Asian,34,2015-04-22,154941,0.13,United States,Phoenix,225,11.2,201.42,Very Low,False
226,E03778,Luke Vu,Sr. Manger,Marketing,Speciality Products,Male,Asian,52,2018-06-04,154884,0.1,China,Shanghai,226,8.1,154.88,Very Low,False
227,E00884,Camila Silva,Sr. Manger,Marketing,Speciality Products,Female,Latino,64,2003-12-01,154828,0.13,United States,Seattle,227,22.6,201.28,Very Low,False
228,E03795,Hazel Young,Sr. Manger,Sales,Speciality Products,Female,Black,30,2017-08-13,154624,0.15,United States,Austin,228,8.9,231.94,Very Low,False
229,E03168,Nora Le,Sr. Manger,IT,Manufacturing,Female,Asian,53,1997-04-12,154388,0.1,United States,Seattle,229,29.3,154.39,Very Low,False
230,E02938,John Trinh,Director,Marketing,Corporate,Male,Asian,49,2014-06-26,153961,0.25,China,Shanghai,230,12.1,384.9,Very Low,True
231,E00976,Zoe Rodriguez,Director,Human Resources,Speciality Products,Female,Latino,65,2004-05-23,153938,0.2,United States,Phoenix,231,22.2,307.88,Very Low,False
232,E03310,Dylan Campbell,Director,Engineering,Speciality Products,Male,Caucasian,45,2010-11-29,153767,0.27,United States,Phoenix,232,15.6,415.17,Very Low,False
233,E01193,Raelynn Lu,Director,Finance,Research & Development,Female,Asian,27,2020-05-26,153628,0.29,China,Chongqing,233,6.1,445.52,Very Low,False
234,E00711,Melody Chin,Sr. Manger,Finance,Corporate,Female,Asian,43,2006-10-15,153492,0.11,United States,Chicago,234,19.8,168.84,Very Low,False
235,E04299,Paisley Hall,Director,Human Resources,Speciality Products,Female,Caucasian,41,2010-05-21,153275,0.24,United States,Columbus,235,16.2,367.86,Very Low,False
236,E01238,Eloise Griffin,Director,Sales,Manufacturing,Female,Caucasian,55,1995-10-29,153271,0.15,United States,Austin,236,30.7,229.91,Very Low,False
237,E01350,Natalie Carter,Director,Finance,Corporate,Female,Caucasian,64,2012-12-21,153253,0.24,United States,Austin,237,13.6,367.81,Very Low,False
238,E04417,Chloe Salazar,Sr. Manger,Human Resources,Speciality Products,Female,Latino,45,2011-05-22,152353,0.14,United States,Seattle,238,15.2,213.29,Very Low,False
239,E02206,Jose Henderson,Director,Human Resources,Speciality Products,Male,Black,41,2015-04-17,152239,0.23,United States,Columbus,239,11.3,350.15,Very Low,False
240,E01234,Jack Cheng,Director,Human Resources,Manufacturing,Male,Asian,42,2014-01-16,152214,0.3,China,Beijing,240,12.5,456.64,Very Low,False
241,E01883,Isla Guzman,Sr. Manger,Accounting,Speciality Products,Female,Latino,28,2019-07-06,152036,0.15,Brazil,Rio de Janerio,241,7.0,228.05,Very Low,True
242,E02477,Amelia Bui,Director,Engineering,Speciality Products,Female,Asian,46,2020-10-21,151853,0.16,China,Chengdu,242,5.7,242.96,Very Low,False
243,E01488,Penelope Griffin,Director,Sales,Manufacturing,Female,Caucasian,61,2021-01-23,151783,0.26,United States,Seattle,243,5.5,394.64,Very Low,True
244,E04732,Eva Rivera,Director,Sales,Manufacturing,Female,Latino,36,2021-04-02,151703,0.21,United States,Miami,244,5.3,318.58,Very Low,True
245,E02558,Jose Richardson,Director,Marketing,Research & Development,Male,Caucasian,26,2019-10-15,151556,0.2,United States,Miami,245,6.8,303.11,Very Low,False
246,E03027,Elijah Watson,Sr. Manger,Sales,Manufacturing,Male,Caucasian,29,2017-03-16,151413,0.15,United States,Seattle,246,9.3,227.12,Very Low,False
247,E02561,Samantha Vargas,Director,Human Resources,Corporate,Female,Latino,53,2006-07-21,151246,0.21,Brazil,Sao Paulo,247,20.0,317.62,Very Low,False
248,E02681,Caroline Owens,Director,IT,Speciality Products,Female,Caucasian,26,2021-07-26,151108,0.22,United States,Phoenix,248,5.0,332.44,Very Low,False
249,E01116,Jaxon Tran,Sr. Manger,Sales,Manufacturing,Male,Asian,45,2007-09-07,151027,0.1,China,Shanghai,249,18.9,151.03,Very Low,False
250,E04662,Julia Morris,Sr. Manger,Human Resources,Corporate,Female,Caucasian,60,2008-10-18,150855,0.11,United States,Phoenix,250,17.8,165.94,Very Low,False
251,E02108,Madeline Coleman,Sr. Manger,Finance,Research & Development,Female,Caucasian,51,2006-04-28,150758,0.13,United States,Chicago,251,20.2,195.99,Very Low,False
252,E01924,Anna Gutierrez,Director,Engineering,Research & Development,Female,Latino,59,2003-04-15,150699,0.29,Brazil,Sao Paulo,252,23.3,437.03,Very Low,False
253,E02191,Maria Sun,Director,Sales,Corporate,Female,Asian,25,2021-12-19,150666,0.23,China,Chengdu,253,4.6,346.53,Very Low,False
254,E04132,Kinsley Henry,Director,Marketing,Manufacturing,Female,Black,45,2008-02-29,150577,0.25,United States,Miami,254,18.4,376.44,Very Low,False
255,E01465,Hannah White,Sr. Manger,Accounting,Corporate,Female,Caucasian,62,2009-01-30,150555,0.13,United States,Phoenix,255,17.5,195.72,Very Low,False
256,E03630,Jacob Davis,Director,Accounting,Research & Development,Male,Caucasian,36,2016-09-03,150399,0.28,United States,Chicago,256,9.9,421.12,Very Low,False
257,E04035,Hailey Lai,Sr. Manger,Finance,Manufacturing,Female,Asian,42,2011-03-18,150034,0.12,China,Beijing,257,15.3,180.04,Very Low,True
258,E02706,Lucy Figueroa,Sr. Manger,Finance,Research & Development,Female,Latino,45,2016-01-10,149761,0.12,United States,Columbus,258,10.5,179.71,Very Low,True
259,E00957,Genesis Perry,Sr. Manger,Sales,Corporate,Female,Caucasian,46,2013-07-18,149712,0.14,United States,Columbus,259,13.0,209.6,Very Low,False
260,E00702,Nathan Pham,Sr. Manger,Accounting,Manufacturing,Male,Asian,45,2006-12-12,149537,0.14,United States,Seattle,260,19.6,209.35,Very Low,False
261,E01300,Sadie Lee,Sr. Manger,Marketing,Corporate,Female,Asian,65,2000-10-24,149417,0.13,China,Chengdu,261,25.7,194.24,Very Low,False
262,E02800,Eva Estrada,Sr. Manger,Sales,Speciality Products,Female,Latino,45,2018-07-24,148991,0.12,Brazil,Sao Paulo,262,8.0,178.79,Very Low,False
263,E04972,Logan Bryant,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,30,2020-07-18,148485,0.15,United States,Miami,263,6.0,222.73,Very Low,True
264,E03807,Noah Chen,Sr. Manger,Marketing,Manufacturing,Male,Asian,63,2015-03-01,148321,0.15,China,Beijing,264,11.4,222.48,Very Low,True
265,E00156,Madelyn Scott,Sr. Manger,IT,Research & Development,Female,Caucasian,46,2002-01-09,148035,0.14,United States,Phoenix,265,24.5,207.25,Very Low,False
266,E01943,Vivian Espinoza,Sr. Manger,Sales,Corporate,Female,Latino,52,2006-10-05,147966,0.11,Brazil,Rio de Janerio,266,19.8,162.76,Very Low,False
267,E01052,Jaxson Dinh,Sr. Manger,Marketing,Research & Development,Male,Asian,45,2001-05-03,147752,0.12,China,Shanghai,267,25.2,177.3,Very Low,True
268,E01578,Anthony Hong,Sr. Manger,IT,Research & Development,Male,Asian,37,2010-11-29,146961,0.11,United States,Columbus,268,15.6,161.66,Very Low,False
269,E04239,Everleigh Ng,Sr. Manger,Finance,Research & Development,Female,Asian,51,2021-06-10,146742,0.1,China,Shanghai,269,5.1,146.74,Very Low,False
270,E03680,Elias Alvarado,Sr. Manger,IT,Manufacturing,Male,Latino,56,2012-01-09,146140,0.1,Brazil,Manaus,270,14.5,146.14,Very Low,False
271,E02965,Andrew Do,Sr. Manger,Finance,Research & Development,Male,Asian,43,2021-04-17,146140,0.15,United States,Seattle,270,5.2,219.21,Very Low,False
272,E04037,Roman Martinez,Sr. Manger,Finance,Research & Development,Male,Latino,31,2015-09-19,145846,0.15,Brazil,Manaus,272,10.8,218.77,Very Low,False
273,E01111,Santiago f Moua,Sr. Manger,Human Resources,Corporate,Male,Asian,45,2010-05-07,145093,0.12,United States,Chicago,273,16.2,174.11,Very Low,False
274,E02088,Skylar Ayala,Sr. Manger,Finance,Corporate,Female,Latino,55,2017-02-06,144986,0.12,United States,Phoenix,274,9.4,173.98,Very Low,False
275,E04130,Elias Figueroa,Sr. Manger,Finance,Corporate,Male,Latino,45,2021-12-24,144754,0.15,United States,Phoenix,275,4.6,217.13,Very Low,False
276,E00276,Ezekiel Jordan,Sr. Manger,Accounting,Corporate,Male,Caucasian,33,2013-02-10,144231,0.14,United States,Columbus,276,13.4,201.92,Very Low,True
277,E03866,Jordan Zhu,Sr. Manger,Marketing,Manufacturing,Male,Asian,32,2017-01-29,143970,0.12,United States,Seattle,277,9.5,172.76,Very Low,False
278,E02907,Jose Singh,Sr. Manger,Finance,Speciality Products,Male,Asian,44,2010-04-06,142878,0.12,United States,Columbus,278,16.3,171.45,Very Low,False
279,E01789,Charles Luu,Sr. Manger,Sales,Manufacturing,Male,Asian,25,2021-06-15,142731,0.11,China,Shanghai,279,5.1,157.0,Very Low,False
280,E03327,Julia Luong,Sr. Manger,Accounting,Research & Development,Female,Asian,55,2006-06-20,142628,0.12,China,Chongqing,280,20.1,171.15,Very Low,False
281,E01412,Eva Jenkins,Sr. Manger,Human Resources,Manufacturing,Female,Black,55,2004-11-10,142318,0.14,United States,Chicago,281,21.7,199.25,Very Low,False
282,E02166,John Soto,Sr. Manger,Finance,Manufacturing,Male,Latino,60,2015-09-23,141899,0.15,United States,Phoenix,282,10.8,212.85,Very Low,True
283,E02387,Emily Davis,Sr. Manger,IT,Research & Development,Female,Black,55,2016-04-08,141604,0.15,United States,Seattle,283,10.3,212.41,Very Low,False
284,E01407,Ellie Guerrero,Sr. Manger,Human Resources,Corporate,Female,Latino,29,2020-07-13,141555,0.11,Brazil,Manaus,284,6.0,155.71,Very Low,False
285,E00595,Everly Chow,Sr. Manger,Finance,Speciality Products,Female,Asian,33,2018-04-21,140402,0.15,China,Beijing,285,8.2,210.6,Very Low,False
286,E01076,Sofia Vu,Sr. Manger,Human Resources,Research & Development,Female,Asian,52,2017-09-05,140042,0.13,United States,Austin,286,8.9,182.05,Very Low,False
287,E02604,Brooklyn Collins,Sr. Manger,Finance,Corporate,Female,Black,59,2018-10-27,139208,0.11,United States,Austin,287,7.7,153.13,Very Low,False
288,E03528,Leo Hsu,Sr. Manger,Human Resources,Manufacturing,Male,Asian,62,2017-11-22,138808,0.15,China,Chongqing,288,8.7,208.21,Very Low,False
289,E01921,Sarah Daniels,Sr. Manger,Accounting,Manufacturing,Female,Caucasian,55,2011-01-09,138521,0.1,United States,Miami,289,15.5,138.52,Very Low,False
290,E03956,Everly Walker,Sr. Manger,Sales,Research & Development,Female,Caucasian,62,1999-08-02,137995,0.14,United States,Austin,290,27.0,193.19,Very Low,False
291,E01422,Lydia Espinoza,Sr. Manger,Marketing,Speciality Products,Female,Latino,29,2020-05-15,137106,0.12,Brazil,Sao Paulo,291,6.2,164.53,Very Low,False
292,E04165,Sophie Vang,Sr. Manger,Marketing,Manufacturing,Female,Asian,25,2021-09-14,136810,0.14,China,Chongqing,292,4.8,191.53,Very Low,False
293,E04089,Sebastian Fong,Sr. Manger,IT,Manufacturing,Male,Asian,46,2017-12-16,136716,0.12,United States,Austin,293,8.6,164.06,Very Low,False
294,E03412,Joshua Martin,Sr. Manger,Human Resources,Research & Development,Male,Black,42,2003-10-20,135558,0.14,United States,Phoenix,294,22.8,189.78,Very Low,False
295,E01064,Clara Kang,Sr. Manger,IT,Manufacturing,Female,Asian,39,2017-03-25,135325,0.14,United States,Phoenix,295,9.3,189.46,Very Low,False
296,E00716,John Chow,Sr. Manger,Marketing,Research & Development,Male,Asian,45,2021-03-11,135062,0.15,China,Chengdu,296,5.4,202.59,Very Low,False
297,E03393,Henry Figueroa,Sr. Manger,Finance,Manufacturing,Male,Latino,46,2010-07-19,134881,0.15,Brazil,Manaus,297,16.0,202.32,Very Low,False
298,E01642,Mia Lam,Sr. Manger,IT,Manufacturing,Female,Asian,49,2006-04-18,134486,0.14,United States,Austin,298,20.3,188.28,Very Low,False
299,E02363,Eliza Liang,Sr. Manger,Human Resources,Speciality Products,Female,Asian,36,2010-03-11,134006,0.13,China,Beijing,299,16.4,174.21,Very Low,False
300,E00647,Dylan Ali,Sr. Manger,Human Resources,Speciality Products,Male,Asian,27,2021-04-16,133400,0.11,United States,Phoenix,300,5.3,146.74,Very Low,True
301,E01652,Avery Dominguez,Sr. Manger,Sales,Corporate,Female,Latino,27,2019-09-13,133297,0.13,Brazil,Rio de Janerio,301,6.8,173.29,Very Low,False
302,E02888,Elijah Ramos,Sr. Manger,IT,Speciality Products,Male,Latino,33,2012-12-24,132544,0.1,Brazil,Rio de Janerio,302,13.6,132.54,Very Low,False
303,E04972,Ivy Daniels,Sr. Manger,Human Resources,Speciality Products,Female,Caucasian,41,2008-10-26,131841,0.13,United States,Columbus,303,17.7,171.39,Very Low,True
304,E02665,Bella Butler,Sr. Manger,Finance,Manufacturing,Female,Black,33,2019-10-25,131652,0.11,United States,Seattle,304,6.7,144.82,Very Low,False
305,E00089,Sofia Yoon,Sr. Manger,Human Resources,Research & Development,Female,Asian,37,2011-01-17,131353,0.11,China,Shanghai,305,15.5,144.49,Very Low,False
306,E01755,Audrey Patel,Sr. Manger,Finance,Speciality Products,Female,Asian,37,2011-04-24,131183,0.14,China,Shanghai,306,15.2,183.66,Very Low,False
307,E01188,Alexander James,Sr. Manger,Human Resources,Manufacturing,Male,Caucasian,42,2013-04-18,131179,0.15,United States,Columbus,307,13.3,196.77,Very Low,False
308,E00085,Mason Watson,Sr. Manger,IT,Corporate,Male,Caucasian,46,2004-09-14,130274,0.11,United States,Chicago,308,21.8,143.3,Very Low,True
309,E02857,Mason Jimenez,Sr. Manger,Finance,Speciality Products,Male,Latino,44,2019-08-08,130133,0.15,United States,Austin,309,6.9,195.2,Very Low,True
310,E04564,Luke Sanchez,Sr. Manger,Human Resources,Manufacturing,Male,Latino,41,2015-12-27,129903,0.13,Brazil,Sao Paulo,310,10.6,168.87,Very Low,False
311,E04630,Maria Griffin,Manager,Marketing,Manufacturing,Female,Caucasian,59,2007-04-25,129708,0.05,United States,Miami,311,19.2,64.85,Very Low,False
312,E04542,Camila Cortez,Manager,Marketing,Manufacturing,Female,Latino,29,2021-05-09,129541,0.08,United States,Phoenix,312,5.2,103.63,Very Low,False
313,E04890,Eleanor Chan,Sr. Manger,Accounting,Manufacturing,Female,Asian,49,2001-04-02,129124,0.12,China,Shanghai,313,25.3,154.95,Very Low,False
314,E03131,Ezekiel Reed,Sr. Manger,IT,Manufacturing,Male,Caucasian,37,2014-02-25,128984,0.12,United States,Miami,314,12.4,154.78,Very Low,False
315,E02375,Lincoln Huynh,Sr. Manger,Finance,Manufacturing,Male,Asian,63,2002-02-08,128703,0.13,United States,Austin,315,24.4,167.31,Very Low,False
316,E02716,Dominic Dinh,Sr. Manger,Marketing,Speciality Products,Male,Asian,45,2005-04-11,128468,0.11,United States,Chicago,316,21.3,141.31,Very Low,False
317,E03220,Alexander Gonzales,Manager,Accounting,Research & Development,Male,Latino,34,2018-06-04,128329,0.08,United States,Phoenix,317,8.1,102.66,Very Low,False
318,E03081,Ayla Brown,Sr. Manger,Sales,Manufacturing,Female,Caucasian,49,2013-04-15,128303,0.15,United States,Phoenix,318,13.3,192.45,Very Low,False
319,E02770,James Huang,Manager,Human Resources,Speciality Products,Male,Asian,54,1997-03-11,128136,0.05,China,Beijing,319,29.4,64.07,Very Low,True
320,E04419,Sophia Ahmed,Sr. Manger,Sales,Speciality Products,Female,Asian,30,2015-06-13,127972,0.11,United States,Seattle,320,11.1,140.77,Very Low,False
321,E03490,Henry Campos,Sr. Manger,Human Resources,Corporate,Male,Latino,38,2009-09-27,127801,0.15,United States,Phoenix,321,16.8,191.7,Very Low,False
322,E01108,Hannah Martinez,Manager,Marketing,Manufacturing,Female,Latino,65,2006-09-07,127626,0.1,United States,Miami,322,19.9,127.63,Very Low,False
323,E02427,Addison Mehta,Manager,Sales,Corporate,Female,Asian,27,2018-09-15,127616,0.07,United States,Columbus,323,7.8,89.33,Very Low,False
324,E03616,Josiah Lewis,Manager,IT,Research & Development,Male,Caucasian,46,2021-08-11,127559,0.1,United States,Austin,324,4.9,127.56,Very Low,False
325,E01002,Elias Ali,Manager,Sales,Corporate,Male,Asian,28,2021-03-19,127543,0.06,China,Shanghai,325,5.3,76.53,Very Low,False
326,E04095,Ryan Holmes,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,45,2018-01-11,127422,0.15,United States,Columbus,326,8.5,191.13,Very Low,True
327,E04888,Elijah Henry,Manager,IT,Corporate,Male,Caucasian,32,2014-01-03,127148,0.1,United States,Miami,327,12.5,127.15,Very Low,False
328,E00676,Isaac Yoon,Manager,Human Resources,Corporate,Male,Asian,41,2019-02-06,126950,0.1,United States,Chicago,328,7.4,126.95,Very Low,False
329,E03854,Camila Li,Sr. Manger,IT,Research & Development,Female,Asian,60,2010-07-24,126911,0.1,China,Shanghai,329,16.0,126.91,Very Low,False
330,E01860,Jack Edwards,Manager,Marketing,Manufacturing,Male,Caucasian,38,2008-04-06,126856,0.06,United States,Columbus,330,18.3,76.11,Very Low,False
331,E01338,Jaxson Coleman,Manager,Finance,Manufacturing,Male,Caucasian,32,2020-04-15,126671,0.09,United States,Miami,331,6.3,114.0,Very Low,False
332,E03277,Caroline Hu,Sr. Manger,Marketing,Speciality Products,Female,Asian,31,2019-08-18,126353,0.12,China,Shanghai,332,6.9,151.62,Very Low,False
333,E02899,Joshua Cortez,Sr. Manger,Finance,Corporate,Male,Latino,44,2007-08-11,126277,0.13,Brazil,Manaus,333,18.9,164.16,Very Low,False
334,E04682,Colton Thao,Manager,Human Resources,Manufacturing,Male,Asian,55,1995-11-16,125936,0.08,China,Chongqing,334,30.7,100.75,Very Low,False
335,E01584,Carter Mejia,Sr. Manger,Human Resources,Research & Development,Male,Latino,29,2019-05-09,125828,0.15,Brazil,Sao Paulo,335,7.2,188.74,Very Low,True
336,E01902,Eleanor Li,Sr. Manger,Human Resources,Research & Development,Female,Asian,64,2003-12-07,125807,0.15,United States,Chicago,336,22.6,188.71,Very Low,False
337,E01977,Raelynn Gupta,Sr. Manger,Finance,Corporate,Female,Asian,48,2001-09-10,125730,0.11,China,Chongqing,337,24.9,138.3,Very Low,False
338,E02862,Peyton Huang,Sr. Manger,IT,Manufacturing,Female,Asian,25,2021-07-02,125633,0.11,China,Beijing,338,5.0,138.2,Very Low,False
339,E01070,Leonardo Martin,Manager,Finance,Speciality Products,Male,Black,51,1995-02-16,125375,0.09,United States,Chicago,339,31.4,112.84,Very Low,True
340,E01241,Hadley Guerrero,Sr. Manger,IT,Research & Development,Female,Latino,49,2004-01-14,125086,0.1,Brazil,Sao Paulo,340,22.5,125.09,Very Low,False
341,E00324,Hailey Song,Manager,Finance,Research & Development,Female,Asian,37,2016-08-23,124928,0.06,China,Chongqing,341,9.9,74.96,Very Low,False
342,E02661,Maya Chan,Controls Engineer,Engineering,Speciality Products,Female,Asian,37,2013-02-13,124827,0.0,China,Beijing,342,13.4,0.0,Very Low,False
343,E04536,Layla Scott,Sr. Manger,Accounting,Speciality Products,Female,Caucasian,48,2010-07-30,124774,0.12,United States,Phoenix,343,16.0,149.73,Very Low,False
344,E03694,Hailey Watson,Sr. Manger,Accounting,Corporate,Female,Black,31,2017-01-20,124629,0.1,United States,Columbus,344,9.5,124.63,Very Low,True
345,E02844,Charles Diaz,Sr. Manger,Sales,Corporate,Male,Latino,55,2013-11-16,124129,0.15,Brazil,Sao Paulo,345,12.7,186.19,Very Low,False
346,E01733,Eloise Pham,Manager,Sales,Speciality Products,Female,Asian,45,2011-10-20,123640,0.07,China,Shanghai,346,14.7,86.55,Very Low,False
347,E02024,Addison Perez,Operations Engineer,Engineering,Speciality Products,Female,Latino,29,2020-09-25,123588,0.0,Brazil,Sao Paulo,347,5.8,0.0,Very Low,True
348,E03189,Asher Jackson,Sr. Manger,Sales,Speciality Products,Male,Caucasian,50,2003-03-25,123405,0.13,United States,Columbus,348,23.3,160.43,Very Low,False
349,E00206,Theodore Xi,Manager,Finance,Corporate,Male,Asian,52,2009-10-05,122890,0.07,China,Shanghai,349,16.8,86.02,Very Low,False
350,E02769,Riley Marquez,Sr. Manger,Finance,Research & Development,Female,Latino,39,2019-10-18,122829,0.11,United States,Chicago,350,6.7,135.11,Very Low,True
