"employee_row_id","eeid","full_name","job_title","department","business_unit","gender","ethnicity","age","hire_date","tenure_years","annual_salary","salary_band","bonus_pct","bonus_amount","country","city","is_duplicate_eeid"
161,"E00364","Matthew Howard","Director","Human Resources","Manufacturing","Male","Caucasian",50,"2021-10-17 00:00:00",4.7,172180,"Very Low",0.3,516.54,"United States","Columbus",False
162,"E04872","Isaac Stewart","Director","Marketing","Speciality Products","Male","Caucasian",25,"2020-08-15 00:00:00",5.9,172007,"Very Low",0.26,447.22,"United States","Miami",False
163,"E00005","Riley Washington","Director","Sales","Speciality Products","Female","Caucasian",39,"2007-04-29 00:00:00",19.2,171487,"Very Low",0.23,394.42,"United States","Phoenix",False
164,"E02420","Madison Li","Director","Marketing","Manufacturing","Female","Asian",35,"2017-03-06 00:00:00",9.4,171426,"Very Low",0.15,257.14,"China","Beijing",False
165,"E02889","Mia Herrera","Director","Marketing","Research & Development","Female","Latino",43,"2014-10-16 00:00:00",11.8,171360,"Very Low",0.23,394.13,"Brazil","Manaus",False
166,"E03591","Piper Sun","Director","Marketing","Manufacturing","Female","Asian",64,"2011-02-14 00:00:00",15.4,171217,"Very Low",0.19,325.31,"United States","Seattle",False
167,"E02850","Evelyn Dinh","Director","Sales","Research & Development","Female","Asian",41,"2018-08-10 00:00:00",7.9,171173,"Very Low",0.21,359.46,"United States","Columbus",False
168,"E02895","Mila Soto","Director","Finance","Research & Development","Female","Latino",65,"2008-10-07 00:00:00",17.8,170221,"Very Low",0.15,255.33,"Brazil","Manaus",False
169,"E01787","Lillian Romero","Director","Engineering","Corporate","Female","Latino",27,"2018-12-07 00:00:00",7.6,170164,"Very Low",0.17,289.28,"United States","Austin",False
170,"E01271","Luke Munoz","Director","Engineering","Speciality Products","Male","Latino",64,"2017-08-25 00:00:00",8.9,169509,"Very Low",0.18,305.12,"Brazil","Manaus",False
171,"E03901","Luca Truong","Director","Marketing","Corporate","Male","Asian",45,"2004-12-11 00:00:00",21.6,168846,"Very Low",0.24,405.23,"China","Chongqing",False
172,"E00360","Dylan Thao","Director","Engineering","Manufacturing","Male","Asian",53,"2012-10-22 00:00:00",13.7,168510,"Very Low",0.29,488.68,"United States","Seattle",False
173,"E01896","Adam Nelson","Director","Finance","Speciality Products","Male","Caucasian",25,"2020-01-14 00:00:00",6.5,168014,"Very Low",0.27,453.64,"United States","Chicago",False
174,"E00624","William Watson","Director","Accounting","Speciality Products","Male","Caucasian",41,"2013-06-04 00:00:00",13.1,167526,"Very Low",0.26,435.57,"United States","Miami",False
175,"E03830","Eva Coleman","Director","IT","Research & Development","Female","Black",37,"2009-09-20 00:00:00",16.8,167199,"Very Low",0.2,334.4,"United States","Seattle",True
176,"E01387","Cora Zheng","Director","IT","Manufacturing","Female","Asian",27,"2018-01-03 00:00:00",8.5,167100,"Very Low",0.2,334.2,"China","Chengdu",False
177,"E00691","Ezekiel Desai","Director","Finance","Research & Development","Male","Asian",42,"2003-01-15 00:00:00",23.5,166599,"Very Low",0.26,433.16,"United States","Seattle",True
178,"E04625","Adam Dang","Director","Sales","Research & Development","Male","Asian",45,"2002-07-09 00:00:00",24.0,166331,"Very Low",0.18,299.4,"China","Chongqing",False
179,"E04762","Audrey Richardson","Director","IT","Manufacturing","Female","Caucasian",46,"2018-10-06 00:00:00",7.8,166259,"Very Low",0.17,282.64,"United States","Chicago",False
180,"E01499","Jade Rojas","Director","Finance","Speciality Products","Female","Latino",37,"2019-01-28 00:00:00",7.5,165927,"Very Low",0.2,331.85,"United States","Phoenix",True
181,"E02818","Aaron Garza","Director","Sales","Research & Development","Male","Latino",39,"2013-12-27 00:00:00",12.6,165756,"Very Low",0.28,464.12,"United States","Columbus",False
182,"E02285","Aria Xi","Director","Sales","Research & Development","Female","Asian",45,"2002-03-01 00:00:00",24.4,165181,"Very Low",0.16,264.29,"United States","Seattle",False
183,"E04363","Savannah Singh","Director","Marketing","Speciality Products","Female","Asian",53,"1997-06-20 00:00:00",29.1,164399,"Very Low",0.25,411.0,"United States","Seattle",False
184,"E03124","Caleb Nelson","Director","Marketing","Corporate","Male","Caucasian",33,"2017-06-12 00:00:00",9.1,164396,"Very Low",0.29,476.75,"United States","Columbus",False
185,"E03521","Jackson Navarro","Director","Sales","Corporate","Male","Latino",52,"2020-09-25 00:00:00",5.8,163143,"Very Low",0.28,456.8,"Brazil","Sao Paulo",False
186,"E02572","Luna Sanders","Director","Finance","Speciality Products","Female","Caucasian",50,"2006-10-26 00:00:00",19.7,163099,"Very Low",0.2,326.2,"United States","Chicago",False
187,"E00758","Alice Roberts","Director","Human Resources","Manufacturing","Female","Caucasian",54,"1994-09-26 00:00:00",31.8,162978,"Very Low",0.17,277.06,"United States","Miami",True
188,"E01870","Carson Chau","Director","Finance","Corporate","Male","Asian",58,"2007-10-12 00:00:00",18.8,162038,"Very Low",0.24,388.89,"China","Chongqing",True
189,"E01123","Madison Nelson","Director","Accounting","Corporate","Female","Caucasian",27,"2021-07-16 00:00:00",5.0,161759,"Very Low",0.16,258.81,"United States","Miami",False
190,"E03167","Luke Zheng","Director","Human Resources","Speciality Products","Male","Asian",39,"2006-11-28 00:00:00",19.6,161690,"Very Low",0.29,468.9,"China","Beijing",False
191,"E04994","Bella Holmes","Director","Accounting","Research & Development","Female","Caucasian",35,"2017-06-26 00:00:00",9.1,161269,"Very Low",0.27,435.43,"United States","Miami",False
192,"E04903","Skylar Liu","Director","IT","Research & Development","Female","Asian",29,"2020-08-09 00:00:00",5.9,161203,"Very Low",0.15,241.8,"China","Chengdu",False
193,"E02791","Aubrey Romero","Director","Sales","Corporate","Female","Latino",49,"1998-04-02 00:00:00",28.3,160832,"Very Low",0.3,482.5,"United States","Phoenix",False
194,"E04323","Melody Valdez","Director","IT","Manufacturing","Female","Latino",28,"2021-01-25 00:00:00",5.5,160385,"Very Low",0.23,368.89,"United States","Miami",False
195,"E00432","Eli Gupta","Director","Human Resources","Research & Development","Male","Asian",37,"2012-05-19 00:00:00",14.2,160280,"Very Low",0.19,304.53,"China","Beijing",False
196,"E02534","Victoria Johnson","Sr. Manger","Accounting","Corporate","Female","Caucasian",55,"2004-05-28 00:00:00",22.1,159885,"Very Low",0.12,191.86,"United States","Columbus",True
197,"E00344","Savannah He","Director","IT","Research & Development","Female","Asian",52,"1996-02-14 00:00:00",30.4,159724,"Very Low",0.23,367.37,"China","Beijing",False
198,"E03612","Grayson Cooper","Sr. Manger","Finance","Speciality Products","Male","Black",64,"2013-06-29 00:00:00",13.1,159571,"Very Low",0.1,159.57,"United States","Columbus",False
199,"E00170","Claire Adams","Director","Sales","Manufacturing","Female","Black",61,"1997-08-19 00:00:00",28.9,159567,"Very Low",0.28,446.79,"United States","Phoenix",True
200,"E01582","Elijah Coleman","Sr. Manger","Sales","Research & Development","Male","Caucasian",53,"2014-10-19 00:00:00",11.7,159538,"Very Low",0.11,175.49,"United States","Miami",False
201,"E00699","Ava Ayala","Sr. Manger","IT","Corporate","Female","Latino",55,"2006-08-16 00:00:00",19.9,159044,"Very Low",0.1,159.04,"Brazil","Manaus",False
202,"E00515","Joseph Vazquez","Sr. Manger","Accounting","Speciality Products","Male","Latino",40,"2019-01-23 00:00:00",7.5,159031,"Very Low",0.1,159.03,"United States","Miami",False
203,"E03349","Dylan Chin","Director","Finance","Corporate","Male","Asian",60,"2017-06-05 00:00:00",9.1,158898,"Very Low",0.18,286.02,"United States","Miami",True
204,"E00530","Naomi Chu","Sr. Manger","Sales","Manufacturing","Female","Asian",46,"2004-02-29 00:00:00",22.4,158897,"Very Low",0.1,158.9,"China","Chongqing",True
205,"E03750","Elias Dang","Director","Engineering","Speciality Products","Male","Asian",64,"1995-08-29 00:00:00",30.9,158787,"Very Low",0.18,285.82,"China","Chengdu",True
206,"E02038","Ellie Chung","Sr. Manger","Marketing","Corporate","Female","Asian",59,"2008-08-29 00:00:00",17.9,157969,"Very Low",0.1,157.97,"China","Chongqing",False
207,"E02992","Paisley Sanders","Sr. Manger","Marketing","Speciality Products","Female","Caucasian",55,"2001-03-27 00:00:00",25.3,157812,"Very Low",0.11,173.59,"United States","Miami",False
208,"E02801","Santiago f Brooks","Sr. Manger","Sales","Corporate","Male","Black",51,"2000-09-01 00:00:00",25.9,157487,"Very Low",0.12,188.98,"United States","Phoenix",False
209,"E02810","Layla Torres","Sr. Manger","Finance","Manufacturing","Female","Latino",37,"2013-02-24 00:00:00",13.4,157474,"Very Low",0.11,173.22,"Brazil","Rio de Janerio",False
210,"E00591","Savannah Ali","Sr. Manger","Human Resources","Manufacturing","Female","Asian",36,"2009-02-11 00:00:00",17.4,157333,"Very Low",0.15,236.0,"United States","Miami",False
211,"E02534","Leah Khan","Director","Marketing","Corporate","Female","Asian",36,"2010-09-13 00:00:00",15.8,157070,"Very Low",0.28,439.8,"China","Chongqing",True
212,"E03971","Lillian Chen","Sr. Manger","Marketing","Research & Development","Female","Asian",25,"2020-04-09 00:00:00",6.3,157057,"Very Low",0.1,157.06,"United States","Columbus",False
213,"E02391","Piper Ramos","Sr. Manger","Sales","Manufacturing","Female","Latino",49,"1996-04-02 00:00:00",30.3,157057,"Very Low",0.12,188.47,"United States","Miami",True
214,"E00225","Angel Delgado","Director","Finance","Corporate","Male","Latino",31,"2017-08-10 00:00:00",8.9,156931,"Very Low",0.28,439.41,"United States","Seattle",False
215,"E02693","Grace Campos","Director","Engineering","Research & Development","Female","Latino",37,"2008-03-21 00:00:00",18.3,156277,"Very Low",0.22,343.81,"Brazil","Manaus",False
216,"E03834","Anthony Carter","Director","Engineering","Speciality Products","Male","Caucasian",41,"2007-03-15 00:00:00",19.4,155926,"Very Low",0.24,374.22,"United States","Columbus",False
217,"E03550","Stella Wu","Sr. Manger","Marketing","Speciality Products","Female","Asian",35,"2014-02-20 00:00:00",12.4,155905,"Very Low",0.14,218.27,"United States","Phoenix",False
218,"E02884","Axel Johnson","Director","Human Resources","Corporate","Male","Caucasian",60,"2015-04-14 00:00:00",11.3,155788,"Very Low",0.17,264.84,"United States","Seattle",False
219,"E03251","Ruby Medina","Director","Sales","Manufacturing","Female","Latino",50,"2018-12-18 00:00:00",7.6,155351,"Very Low",0.2,310.7,"United States","Seattle",False
220,"E03096","Kennedy Zhang","Director","Finance","Research & Development","Female","Asian",63,"2000-10-27 00:00:00",25.7,155320,"Very Low",0.17,264.04,"China","Chongqing",False
221,"E00880","Grace Carter","Sr. Manger","Human Resources","Speciality Products","Female","Black",25,"2021-03-17 00:00:00",5.3,155080,"Very Low",0.1,155.08,"United States","Austin",False
222,"E04749","Caroline Phan","Sr. Manger","Finance","Corporate","Female","Asian",41,"2004-03-14 00:00:00",22.4,155004,"Very Low",0.12,186.0,"United States","Austin",False
223,"E00943","Elena Mendoza","Director","Sales","Speciality Products","Female","Latino",27,"2018-10-24 00:00:00",7.7,154973,"Very Low",0.29,449.42,"Brazil","Sao Paulo",False
224,"E04920","Nevaeh Hsu","Sr. Manger","Human Resources","Manufacturing","Female","Asian",32,"2017-04-14 00:00:00",9.3,154956,"Very Low",0.13,201.44,"United States","Phoenix",False
225,"E01427","Mia Cheng","Sr. Manger","Sales","Manufacturing","Female","Asian",34,"2015-04-22 00:00:00",11.2,154941,"Very Low",0.13,201.42,"United States","Phoenix",False
226,"E03778","Luke Vu","Sr. Manger","Marketing","Speciality Products","Male","Asian",52,"2018-06-04 00:00:00",8.1,154884,"Very Low",0.1,154.88,"China","Shanghai",False
227,"E00884","Camila Silva","Sr. Manger","Marketing","Speciality Products","Female","Latino",64,"2003-12-01 00:00:00",22.6,154828,"Very Low",0.13,201.28,"United States","Seattle",False
228,"E03795","Hazel Young","Sr. Manger","Sales","Speciality Products","Female","Black",30,"2017-08-13 00:00:00",8.9,154624,"Very Low",0.15,231.94,"United States","Austin",False
229,"E03168","Nora Le","Sr. Manger","IT","Manufacturing","Female","Asian",53,"1997-04-12 00:00:00",29.3,154388,"Very Low",0.1,154.39,"United States","Seattle",False
230,"E02938","John Trinh","Director","Marketing","Corporate","Male","Asian",49,"2014-06-26 00:00:00",12.1,153961,"Very Low",0.25,384.9,"China","Shanghai",True
231,"E00976","Zoe Rodriguez","Director","Human Resources","Speciality Products","Female","Latino",65,"2004-05-23 00:00:00",22.2,153938,"Very Low",0.2,307.88,"United States","Phoenix",False
232,"E03310","Dylan Campbell","Director","Engineering","Speciality Products","Male","Caucasian",45,"2010-11-29 00:00:00",15.6,153767,"Very Low",0.27,415.17,"United States","Phoenix",False
233,"E01193","Raelynn Lu","Director","Finance","Research & Development","Female","Asian",27,"2020-05-26 00:00:00",6.1,153628,"Very Low",0.29,445.52,"China","Chongqing",False
234,"E00711","Melody Chin","Sr. Manger","Finance","Corporate","Female","Asian",43,"2006-10-15 00:00:00",19.8,153492,"Very Low",0.11,168.84,"United States","Chicago",False
235,"E04299","Paisley Hall","Director","Human Resources","Speciality Products","Female","Caucasian",41,"2010-05-21 00:00:00",16.2,153275,"Very Low",0.24,367.86,"United States","Columbus",False
236,"E01238","Eloise Griffin","Director","Sales","Manufacturing","Female","Caucasian",55,"1995-10-29 00:00:00",30.7,153271,"Very Low",0.15,229.91,"United States","Austin",False
237,"E01350","Natalie Carter","Director","Finance","Corporate","Female","Caucasian",64,"2012-12-21 00:00:00",13.6,153253,"Very Low",0.24,367.81,"United States","Austin",False
238,"E04417","Chloe Salazar","Sr. Manger","Human Resources","Speciality Products","Female","Latino",45,"2011-05-22 00:00:00",15.2,152353,"Very Low",0.14,213.29,"United States","Seattle",False
239,"E02206","Jose Henderson","Director","Human Resources","Speciality Products","Male","Black",41,"2015-04-17 00:00:00",11.3,152239,"Very Low",0.23,350.15,"United States","Columbus",False
240,"E01234","Jack Cheng","Director","Human Resources","Manufacturing","Male","Asian",42,"2014-01-16 00:00:00",12.5,152214,"Very Low",0.3,456.64,"China","Beijing",False
241,"E01883","Isla Guzman","Sr. Manger","Accounting","Speciality Products","Female","Latino",28,"2019-07-06 00:00:00",7.0,152036,"Very Low",0.15,228.05,"Brazil","Rio de Janerio",True
242,"E02477","Amelia Bui","Director","Engineering","Speciality Products","Female","Asian",46,"2020-10-21 00:00:00",5.7,151853,"Very Low",0.16,242.96,"China","Chengdu",False
243,"E01488","Penelope Griffin","Director","Sales","Manufacturing","Female","Caucasian",61,"2021-01-23 00:00:00",5.5,151783,"Very Low",0.26,394.64,"United States","Seattle",True
244,"E04732","Eva Rivera","Director","Sales","Manufacturing","Female","Latino",36,"2021-04-02 00:00:00",5.3,151703,"Very Low",0.21,318.58,"United States","Miami",True
245,"E02558","Jose Richardson","Director","Marketing","Research & Development","Male","Caucasian",26,"2019-10-15 00:00:00",6.8,151556,"Very Low",0.2,303.11,"United States","Miami",False
246,"E03027","Elijah Watson","Sr. Manger","Sales","Manufacturing","Male","Caucasian",29,"2017-03-16 00:00:00",9.3,151413,"Very Low",0.15,227.12,"United States","Seattle",False
247,"E02561","Samantha Vargas","Director","Human Resources","Corporate","Female","Latino",53,"2006-07-21 00:00:00",20.0,151246,"Very Low",0.21,317.62,"Brazil","Sao Paulo",False
248,"E02681","Caroline Owens","Director","IT","Speciality Products","Female","Caucasian",26,"2021-07-26 00:00:00",5.0,151108,"Very Low",0.22,332.44,"United States","Phoenix",False
249,"E01116","Jaxon Tran","Sr. Manger","Sales","Manufacturing","Male","Asian",45,"2007-09-07 00:00:00",18.9,151027,"Very Low",0.1,151.03,"China","Shanghai",False
250,"E04662","Julia Morris","Sr. Manger","Human Resources","Corporate","Female","Caucasian",60,"2008-10-18 00:00:00",17.8,150855,"Very Low",0.11,165.94,"United States","Phoenix",False
251,"E02108","Madeline Coleman","Sr. Manger","Finance","Research & Development","Female","Caucasian",51,"2006-04-28 00:00:00",20.2,150758,"Very Low",0.13,195.99,"United States","Chicago",False
252,"E01924","Anna Gutierrez","Director","Engineering","Research & Development","Female","Latino",59,"2003-04-15 00:00:00",23.3,150699,"Very Low",0.29,437.03,"Brazil","Sao Paulo",False
253,"E02191","Maria Sun","Director","Sales","Corporate","Female","Asian",25,"2021-12-19 00:00:00",4.6,150666,"Very Low",0.23,346.53,"China","Chengdu",False
254,"E04132","Kinsley Henry","Director","Marketing","Manufacturing","Female","Black",45,"2008-02-29 00:00:00",18.4,150577,"Very Low",0.25,376.44,"United States","Miami",False
255,"E01465","Hannah White","Sr. Manger","Accounting","Corporate","Female","Caucasian",62,"2009-01-30 00:00:00",17.5,150555,"Very Low",0.13,195.72,"United States","Phoenix",False
256,"E03630","Jacob Davis","Director","Accounting","Research & Development","Male","Caucasian",36,"2016-09-03 00:00:00",9.9,150399,"Very Low",0.28,421.12,"United States","Chicago",False
257,"E04035","Hailey Lai","Sr. Manger","Finance","Manufacturing","Female","Asian",42,"2011-03-18 00:00:00",15.3,150034,"Very Low",0.12,180.04,"China","Beijing",True
258,"E02706","Lucy Figueroa","Sr. Manger","Finance","Research & Development","Female","Latino",45,"2016-01-10 00:00:00",10.5,149761,"Very Low",0.12,179.71,"United States","Columbus",True
259,"E00957","Genesis Perry","Sr. Manger","Sales","Corporate","Female","Caucasian",46,"2013-07-18 00:00:00",13.0,149712,"Very Low",0.14,209.6,"United States","Columbus",False
260,"E00702","Nathan Pham","Sr. Manger","Accounting","Manufacturing","Male","Asian",45,"2006-12-12 00:00:00",19.6,149537,"Very Low",0.14,209.35,"United States","Seattle",False
261,"E01300","Sadie Lee","Sr. Manger","Marketing","Corporate","Female","Asian",65,"2000-10-24 00:00:00",25.7,149417,"Very Low",0.13,194.24,"China","Chengdu",False
262,"E02800","Eva Estrada","Sr. Manger","Sales","Speciality Products","Female","Latino",45,"2018-07-24 00:00:00",8.0,148991,"Very Low",0.12,178.79,"Brazil","Sao Paulo",False
263,"E04972","Logan Bryant","Sr. Manger","Marketing","Speciality Products","Male","Caucasian",30,"2020-07-18 00:00:00",6.0,148485,"Very Low",0.15,222.73,"United States","Miami",True
264,"E03807","Noah Chen","Sr. Manger","Marketing","Manufacturing","Male","Asian",63,"2015-03-01 00:00:00",11.4,148321,"Very Low",0.15,222.48,"China","Beijing",True
265,"E00156","Madelyn Scott","Sr. Manger","IT","Research & Development","Female","Caucasian",46,"2002-01-09 00:00:00",24.5,148035,"Very Low",0.14,207.25,"United States","Phoenix",False
266,"E01943","Vivian Espinoza","Sr. Manger","Sales","Corporate","Female","Latino",52,"2006-10-05 00:00:00",19.8,147966,"Very Low",0.11,162.76,"Brazil","Rio de Janerio",False
267,"E01052","Jaxson Dinh","Sr. Manger","Marketing","Research & Development","Male","Asian",45,"2001-05-03 00:00:00",25.2,147752,"Very Low",0.12,177.3,"China","Shanghai",True
268,"E01578","Anthony Hong","Sr. Manger","IT","Research & Development","Male","Asian",37,"2010-11-29 00:00:00",15.6,146961,"Very Low",0.11,161.66,"United States","Columbus",False
269,"E04239","Everleigh Ng","Sr. Manger","Finance","Research & Development","Female","Asian",51,"2021-06-10 00:00:00",5.1,146742,"Very Low",0.1,146.74,"China","Shanghai",False
270,"E03680","Elias Alvarado","Sr. Manger","IT","Manufacturing","Male","Latino",56,"2012-01-09 00:00:00",14.5,146140,"Very Low",0.1,146.14,"Brazil","Manaus",False
271,"E02965","Andrew Do","Sr. Manger","Finance","Research & Development","Male","Asian",43,"2021-04-17 00:00:00",5.2,146140,"Very Low",0.15,219.21,"United States","Seattle",False
272,"E04037","Roman Martinez","Sr. Manger","Finance","Research & Development","Male","Latino",31,"2015-09-19 00:00:00",10.8,145846,"Very Low",0.15,218.77,"Brazil","Manaus",False
273,"E01111","Santiago f Moua","Sr. Manger","Human Resources","Corporate","Male","Asian",45,"2010-05-07 00:00:00",16.2,145093,"Very Low",0.12,174.11,"United States","Chicago",False
274,"E02088","Skylar Ayala","Sr. Manger","Finance","Corporate","Female","Latino",55,"2017-02-06 00:00:00",9.4,144986,"Very Low",0.12,173.98,"United States","Phoenix",False
275,"E04130","Elias Figueroa","Sr. Manger","Finance","Corporate","Male","Latino",45,"2021-12-24 00:00:00",4.6,144754,"Very Low",0.15,217.13,"United States","Phoenix",False
276,"E00276","Ezekiel Jordan","Sr. Manger","Accounting","Corporate","Male","Caucasian",33,"2013-02-10 00:00:00",13.4,144231,"Very Low",0.14,201.92,"United States","Columbus",True
277,"E03866","Jordan Zhu","Sr. Manger","Marketing","Manufacturing","Male","Asian",32,"2017-01-29 00:00:00",9.5,143970,"Very Low",0.12,172.76,"United States","Seattle",False
278,"E02907","Jose Singh","Sr. Manger","Finance","Speciality Products","Male","Asian",44,"2010-04-06 00:00:00",16.3,142878,"Very Low",0.12,171.45,"United States","Columbus",False
279,"E01789","Charles Luu","Sr. Manger","Sales","Manufacturing","Male","Asian",25,"2021-06-15 00:00:00",5.1,142731,"Very Low",0.11,157.0,"China","Shanghai",False
280,"E03327","Julia Luong","Sr. Manger","Accounting","Research & Development","Female","Asian",55,"2006-06-20 00:00:00",20.1,142628,"Very Low",0.12,171.15,"China","Chongqing",False
281,"E01412","Eva Jenkins","Sr. Manger","Human Resources","Manufacturing","Female","Black",55,"2004-11-10 00:00:00",21.7,142318,"Very Low",0.14,199.25,"United States","Chicago",False
282,"E02166","John Soto","Sr. Manger","Finance","Manufacturing","Male","Latino",60,"2015-09-23 00:00:00",10.8,141899,"Very Low",0.15,212.85,"United States","Phoenix",True
283,"E02387","Emily Davis","Sr. Manger","IT","Research & Development","Female","Black",55,"2016-04-08 00:00:00",10.3,141604,"Very Low",0.15,212.41,"United States","Seattle",False
284,"E01407","Ellie Guerrero","Sr. Manger","Human Resources","Corporate","Female","Latino",29,"2020-07-13 00:00:00",6.0,141555,"Very Low",0.11,155.71,"Brazil","Manaus",False
285,"E00595","Everly Chow","Sr. Manger","Finance","Speciality Products","Female","Asian",33,"2018-04-21 00:00:00",8.2,140402,"Very Low",0.15,210.6,"China","Beijing",False
286,"E01076","Sofia Vu","Sr. Manger","Human Resources","Research & Development","Female","Asian",52,"2017-09-05 00:00:00",8.9,140042,"Very Low",0.13,182.05,"United States","Austin",False
287,"E02604","Brooklyn Collins","Sr. Manger","Finance","Corporate","Female","Black",59,"2018-10-27 00:00:00",7.7,139208,"Very Low",0.11,153.13,"United States","Austin",False
288,"E03528","Leo Hsu","Sr. Manger","Human Resources","Manufacturing","Male","Asian",62,"2017-11-22 00:00:00",8.7,138808,"Very Low",0.15,208.21,"China","Chongqing",False
289,"E01921","Sarah Daniels","Sr. Manger","Accounting","Manufacturing","Female","Caucasian",55,"2011-01-09 00:00:00",15.5,138521,"Very Low",0.1,138.52,"United States","Miami",False
290,"E03956","Everly Walker","Sr. Manger","Sales","Research & Development","Female","Caucasian",62,"1999-08-02 00:00:00",27.0,137995,"Very Low",0.14,193.19,"United States","Austin",False
291,"E01422","Lydia Espinoza","Sr. Manger","Marketing","Speciality Products","Female","Latino",29,"2020-05-15 00:00:00",6.2,137106,"Very Low",0.12,164.53,"Brazil","Sao Paulo",False
292,"E04165","Sophie Vang","Sr. Manger","Marketing","Manufacturing","Female","Asian",25,"2021-09-14 00:00:00",4.8,136810,"Very Low",0.14,191.53,"China","Chongqing",False
293,"E04089","Sebastian Fong","Sr. Manger","IT","Manufacturing","Male","Asian",46,"2017-12-16 00:00:00",8.6,136716,"Very Low",0.12,164.06,"United States","Austin",False
294,"E03412","Joshua Martin","Sr. Manger","Human Resources","Research & Development","Male","Black",42,"2003-10-20 00:00:00",22.8,135558,"Very Low",0.14,189.78,"United States","Phoenix",False
295,"E01064","Clara Kang","Sr. Manger","IT","Manufacturing","Female","Asian",39,"2017-03-25 00:00:00",9.3,135325,"Very Low",0.14,189.46,"United States","Phoenix",False
296,"E00716","John Chow","Sr. Manger","Marketing","Research & Development","Male","Asian",45,"2021-03-11 00:00:00",5.4,135062,"Very Low",0.15,202.59,"China","Chengdu",False
297,"E03393","Henry Figueroa","Sr. Manger","Finance","Manufacturing","Male","Latino",46,"2010-07-19 00:00:00",16.0,134881,"Very Low",0.15,202.32,"Brazil","Manaus",False
298,"E01642","Mia Lam","Sr. Manger","IT","Manufacturing","Female","Asian",49,"2006-04-18 00:00:00",20.3,134486,"Very Low",0.14,188.28,"United States","Austin",False
299,"E02363","Eliza Liang","Sr. Manger","Human Resources","Speciality Products","Female","Asian",36,"2010-03-11 00:00:00",16.4,134006,"Very Low",0.13,174.21,"China","Beijing",False
300,"E00647","Dylan Ali","Sr. Manger","Human Resources","Speciality Products","Male","Asian",27,"2021-04-16 00:00:00",5.3,133400,"Very Low",0.11,146.74,"United States","Phoenix",True
301,"E01652","Avery Dominguez","Sr. Manger","Sales","Corporate","Female","Latino",27,"2019-09-13 00:00:00",6.8,133297,"Very Low",0.13,173.29,"Brazil","Rio de Janerio",False
302,"E02888","Elijah Ramos","Sr. Manger","IT","Speciality Products","Male","Latino",33,"2012-12-24 00:00:00",13.6,132544,"Very Low",0.1,132.54,"Brazil","Rio de Janerio",False
303,"E04972","Ivy Daniels","Sr. Manger","Human Resources","Speciality Products","Female","Caucasian",41,"2008-10-26 00:00:00",17.7,131841,"Very Low",0.13,171.39,"United States","Columbus",True
304,"E02665","Bella Butler","Sr. Manger","Finance","Manufacturing","Female","Black",33,"2019-10-25 00:00:00",6.7,131652,"Very Low",0.11,144.82,"United States","Seattle",False
305,"E00089","Sofia Yoon","Sr. Manger","Human Resources","Research & Development","Female","Asian",37,"2011-01-17 00:00:00",15.5,131353,"Very Low",0.11,144.49,"China","Shanghai",False
306,"E01755","Audrey Patel","Sr. Manger","Finance","Speciality Products","Female","Asian",37,"2011-04-24 00:00:00",15.2,131183,"Very Low",0.14,183.66,"China","Shanghai",False
307,"E01188","Alexander James","Sr. Manger","Human Resources","Manufacturing","Male","Caucasian",42,"2013-04-18 00:00:00",13.3,131179,"Very Low",0.15,196.77,"United States","Columbus",False
308,"E00085","Mason Watson","Sr. Manger","IT","Corporate","Male","Caucasian",46,"2004-09-14 00:00:00",21.8,130274,"Very Low",0.11,143.3,"United States","Chicago",True
309,"E02857","Mason Jimenez","Sr. Manger","Finance","Speciality Products","Male","Latino",44,"2019-08-08 00:00:00",6.9,130133,"Very Low",0.15,195.2,"United States","Austin",True
310,"E04564","Luke Sanchez","Sr. Manger","Human Resources","Manufacturing","Male","Latino",41,"2015-12-27 00:00:00",10.6,129903,"Very Low",0.13,168.87,"Brazil","Sao Paulo",False
311,"E04630","Maria Griffin","Manager","Marketing","Manufacturing","Female","Caucasian",59,"2007-04-25 00:00:00",19.2,129708,"Very Low",0.05,64.85,"United States","Miami",False
312,"E04542","Camila Cortez","Manager","Marketing","Manufacturing","Female","Latino",29,"2021-05-09 00:00:00",5.2,129541,"Very Low",0.08,103.63,"United States","Phoenix",False
313,"E04890","Eleanor Chan","Sr. Manger","Accounting","Manufacturing","Female","Asian",49,"2001-04-02 00:00:00",25.3,129124,"Very Low",0.12,154.95,"China","Shanghai",False
314,"E03131","Ezekiel Reed","Sr. Manger","IT","Manufacturing","Male","Caucasian",37,"2014-02-25 00:00:00",12.4,128984,"Very Low",0.12,154.78,"United States","Miami",False
315,"E02375","Lincoln Huynh","Sr. Manger","Finance","Manufacturing","Male","Asian",63,"2002-02-08 00:00:00",24.4,128703,"Very Low",0.13,167.31,"United States","Austin",False
316,"E02716","Dominic Dinh","Sr. Manger","Marketing","Speciality Products","Male","Asian",45,"2005-04-11 00:00:00",21.3,128468,"Very Low",0.11,141.31,"United States","Chicago",False
317,"E03220","Alexander Gonzales","Manager","Accounting","Research & Development","Male","Latino",34,"2018-06-04 00:00:00",8.1,128329,"Very Low",0.08,102.66,"United States","Phoenix",False
318,"E03081","Ayla Brown","Sr. Manger","Sales","Manufacturing","Female","Caucasian",49,"2013-04-15 00:00:00",13.3,128303,"Very Low",0.15,192.45,"United States","Phoenix",False
